"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"74",347,"Eastern Mari","mari oriental","marí oriental","Russian Federation","RUS","mhr","Definitely endangered","Meadow Mari","",414211,"Eeva Kangasmaa-Minn: Mari. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 219–248. | Sirkka Saarinen: Tscheremissisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 719–733.",57,48,"central and eastern parts of the Republic of Mariy-El and parts of Bashkortostan, Tatarstan, the Udmurt Republic, and Yekaterinburg, Perm’ and Orenburg provinces","RU","45","Yoshkar-ola"
"75",1068,"Ingush","ingouche","inguso","Russian Federation","RUS","inh","Vulnerable","","",405343,"",43,45,"the Republic of Ingushetia and adjecent regions","RU","68","Vladikavkaz"
"76",350,"Erzya","erzya","mordovo erzya","Russian Federation","RUS","myv","Definitely endangered","","",400000,"Gabor Zaicz: Mordva. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 184–218.",54,45,"the eastern parts but also small pockets in the northwest and south of the Republic of Mordovia; also several areas in Nizhniy Novgorod, Samara, Saratov and Orenburg provinces, Tatarstan and Bashkortostan","RU","46","Saransk"
"77",1212,"Ho","ho","ho","India","IND","hoc","Vulnerable","Kol","",400000,"",22,86,"Jharkhand, Singhbhum Dt.; Orissa, Mayurbhanj and Koenjhar districts; West Bengal. ","IN","38","Badia"
"78",2165,"Judezmo (Israel)","judéo-espagnol (Israël)","sefardí (Israel)","Israel","ISR","lad","Severely endangered","Ladino; Judeo-Spanish; Sephardic","",400000,"Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirović: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116.",32,35,"resettled communities in Israel where the majority of the speakers live, and in the United States and several European countries; cf. Judezmo (Europe)","IL","",""
"79",534,"Lalo","lalo","lalo","China","CHN","yik, ywt, yit, ywl","Vulnerable","","",400000,"Bradley 2008",25,100,"","CN","29","Mengyou"
"80",378,"Limousin","limousin","lemosín","France","FRA","oci","Severely endangered","occitan limousin","lemosin",400000,"",46,2,"the departments of Corréze and Haute-Vienne, most of Creuse, the northern parts of Dordogne, and the eastern parts of Charente; the original ISO code [lms] for Limousin has been retired on false grounds","FR","B1","Les Bains"
"81",381,"Logudorese","logoudorien","sardo logudorés","Italy","ITA","src","Definitely endangered","Logudorese Sardinian; Logudorese-Nuorese","",400000,"",40,9,"central Sardinia","IT","14","Mara"
"82",626,"Mapuche (Chile)","mapuche  (Chile)","mapuche (Chile)","Chile","CHL","arn","Definitely endangered","Mapudungun. Araucanian.","",400000,"Smeets “A Mapuche Grammar” (Berlin, 2008)",-39,-73,"Región La Araucanía (provinces of Cautín and Malleco). Provinces of Arauco, Bío-Bío and Valdivia. Dispersed areas in Argentina: Neuquén, Chubut, La Pampa, Buenos Aires.","CL","4","Temuco"
"83",1503,"Central Náhuatl","náhuatl central","nahua central","Mexico","MEX","nhn, nch, ncx","Vulnerable","Mexicano, Aztec (in English only)","",395581,"Census 2000, information provided by INALI for percentages of child speakers; Lastra (1986)",19,-99,"Locality of Milpa Alta and others with few remaining speakers in the south of the Distrito Federal; several municipalities in the state of Mexico such as Tianguistenco, Jalatlaco, Coyotepec and Huehuetoca; municipalities of Chiautempan, Mazatecocho, Contla and othes in the state of Tlaxcala; several municipalities in the state of Puebla such as Atlixco and Huejotzingo;  in the state of Hidalgo, municipalities such as Acaxochitlán and Pahuatlán; in the state of Veracruz, several municipalities such as Rafael Delgado and Zongolica; municipality of Teotitlán and others in the state of Oaxaca","MX","",""
"84",424,"Moselle Franconian","francique mosellan","franconio del Mosela","Germany, Belgium, France, Luxembourg","DEU, BEL, FRA, LUX","ltz","Vulnerable","Luxembourgish; Luxemburgian; luxembourgeois; люксембургский","Lëtzebuergesch",390000,"",50,6,"Luxembourg and adjacent regions of neighbouring countries","LU","",""
"85",964,"Bantawa","bantawa","bantawa","Nepal","NPL","bap","Vulnerable","बान्तवा; बान्टावा; बन्टावा; Bantaba; Bontawa","",371056,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,87,"Bhojur district in Nepal.
Bantawa Rai that migrated to Sikkim, India, can be mainly found in the West District (Youksom, Tashiding, Geyzing, Dentam, Rinchenpong, Soreng, Jorthang), South District (Ralong, Damthang, Namchi, Temi, Tarku, Melli) and in the East District (Gangtok, Badong, Rumtek, Pakyong, Rehnok, Regu, Rolep Assam Lingjey).
","NP","0","Dharan"
"86",1424,"Santa","dongxiang","santa","China","CHN","sce","Vulnerable","Dongxiang","",360000,"Stephen S. Kim: Santa. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 346–363.",36,103,"Dongxiang Autonomous County of Linxia Hui Autonomous Prefecture, Gansu Province; also émigré communities elsewhere in Gansu and in Sinkiang (Xinjiang)","CN","15","Linxia"
"87",1057,"Mingrelian","mingrélien","mingrelio","Georgia","GEO","xmf","Definitely endangered","Megrel","",350000,"Г. А. Климов: Мегрельский язык. — Языки Российской Федерации и соседних государств: энциклопедия II. Москва: Наука, 2001.",42,42,"western lowlands of Georgia","GE","47","Samtredia"
"88",426,"West Frisian","frison occidental","frisón occidental","Netherlands","NLD","fry","Vulnerable","","",350000,"Pieter Meijes Tiersma, 1985. Frisian Reference Grammar. Foris Publications, Dordrecht-Holland/Cinnaminson – USA. 
Streektaal.net http://taal.phileon.nl/index.php",53,6,"the province of Friesland and the western parts of the province of Groningen","NL","15","Zwolle"
"89",1113,"Gurung","gurung","gurung","Nepal","NPL","ggn, gvr","Definitely endangered","गुरुङ; गुरुङ्ग; Tamu","",338925,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28,84,"Gorkhā , Kāskī, Lamjuṅ , Parbat, Syāṅjā, Tanahũ and Dhādiṅ districts","NP","",""
"90",295,"Guajiro","guajiro","guajiro","Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","guc","Vulnerable","Wayuu (people). Wayuunaiki (language).","",318500,"Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)
Rodríguez en González, 'Lenguas indígenas de Colombia' (2000)
Mosonyi and Mosonyi, 'Manual de lenguas indígnas de Venezuela' (2000)
Álvarez, 'Estudios de lingüística guajira' (1994)",12,-72,"","CO","17","Uribia"
"91",1075,"Karachay-Balkar","karatchaï-balkar","karachay-balkar","Russian Federation","RUS","krc","Vulnerable","","",302748,"А. А. Чеченов & И. Х. Ахматов Карачаево-балкарский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 272–286.",44,43,"parts of the Karachay-Cherkes Republic and the Kabard-Balkar Republic","RU","70","Svobody"
"92",1064,"Adyge","adyguéen","adiga","Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey","IRQ, ISR, JOR, MKD, RUS, SYR, TUR","ady","Vulnerable","Adyghe; Western Circassian","",300000,"Wolfgang Schulze: Tscherkessisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 883–890.",45,40,"the Republic of Adygea and adjacent regions in the Russian Federation and many diaspora communities in Turkey, the Middle East and Western Europe","RU","1","Maykop"
"93",469,"Buryat (Trans-Baikal)","bouriate (Transbaïkalie)","buriato (transbaikálico)","Russian Federation","RUS","bxm, bxr, bxu","Definitely endangered","","",300000,"Elena Skribnik: Buryat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 102–128.",51,110,"the Republic of Buryatia and Aga (Aginskiy) Buryat Autonomous District and elsewhere in Chita Province","RU","93","Suvorova"
"94",1574,"Kurru","kurru","yerukala","India","IND","yeu","Definitely endangered","Yerulula; Yerukala;  Yerkula; Kurru Bhasha;  Yerukla; Erukla; Kurutha
","",300000,"",17,82,"Tamil Nadu, Andhra Pradesh and Karnataka","IN","2","Yanam"
"95",1578,"Kuvi","kouvi","kuvi","India","IND","kxv","Definitely endangered","Kuwi; Kuvinga; Kond; Kuvi-Kond; Khondi; Khondh; Jatapu 
","",300000,"",19,84,"Orissa (Koraput, Kalahandi, Ganjam, and Phulbani) and Andhra Pradesh","IN","2","Paralakhemundi"
"96",1028,"Limbu","limbu","limbu","India, Nepal","IND, NPL","lif","Definitely endangered","लिम्बू; Yakthungba","",300000,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,88,"Eastern Nepal, India.
Tehrathum, Ilām, Pāñcthar, Tāplejuṅ, Dhankuṭā districs.","IN","28","Bazar"
"97",2452,"Moroccan Judeo-Arabic (Israel)","judéo-arabe du Maroc (Israël)","judeo-árabe marroquí (Israel)","Israel","ISR","aju","Definitely endangered","Judeo-Moroccan","",300000,"H. Zafrani, D. Schroeter, various websites (S.Mezhoud, 2008)
",32,35,"Tel Aviv","IL","",""
"98",401,"Plautdietsch","plautdietsch","bajo alemán","Ukraine","UKR","pdt","Definitely endangered","","",300000,"",47,36,"originally Khortytsya and Molochna near Zaporizhzhya; émigré communities in other parts of the Ukraine and in what is now withing the Russian Federation and further in the Americas; last speakers in the Ukraine were deported during the Second World War to Central Asia and Siberia; many speakers have recently emigrated to Germany; an outlying dialect of Low Saxon","UA","26","Ukrainskiy"
"99",1078,"Pontic Greek","grec pontique","póntico","Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine","ARM, GEO, GRC, RUS, TUR, UKR","pnt","Definitely endangered","","",300000,"Georges Drettas: Aspects pontiques. Paris: Association de Recherche Pluridisciplinaires (ARP), 1997.",41,40,"originally along the Black Sea coast of Turkey and adjacent Georgia; some speakers remain in the towns of Of and Sürmene, but most have emigrated to Greece; émigré communities also in southern Russia and the Caucasus; an outlying dialect of Greek","TR","61","Genel"
"100",1935,"Quichua (Cotopaxi, Tungurahua and Chimborazo)","quichua (Cotopaxi, Tungurahua et Chimborazo)","quichua (sierra central)","Ecuador","ECU","qxr, qug, qvi, qvj, qvo, qvz, qxl","Definitely endangered","Kichwa, Runashimi, Runa simi (Quichua, Chimborazo Highland, Ethnologue),   Central Highlands Quichua, Quechua","",300000,"- www.codenpe.gov.ec/htm.htm
- www.ethnologue.com
- Haboud, Marleen. 2007-08. Proyecto Oralidad y Modernidad. Language vitality in Tingo Pucara (Cotopaxi) and La Esperanza (Chimborazo) (internal report) (unpublished)",-2,-79,"Provinces of: Cotopaxi, Tungurahua (Southwest of the Province), Bolivar (Central Highlands), Chimborazo, counties of Riobamba, Colta, Guamote, Chambo, Guano, Pallatanga, Penipe and Cumandá","EC","3","Guaranda"
"101",1479,"Waxiang","waxiang","vasianhuá","China","CHN","wxa","Vulnerable","Waxianghua","",300000,"",29,110,"western Hunan","CN","11","Yongding"
"102",1434,"Oyrat","oïrat","oirato","China, Kyrgyzstan, Mongolia","CHN, KGZ, MNG","xal","Definitely endangered","Oirat","",280000,"Ágnes Birtalan: Oirat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 210–228.",46,89,"the Kobdo and Ubsu aimaks of Mongolia; Bortala, Hoboksar, Tarbagatai and Bayangol regions in northern Sinkiang, Kukunor region in Qinghai Province and Alashan (Alshan) League in western lnner Mongolia, China; Chelpek and Boru Bashi, east of lssyk Köl, Kyrgyzstan",NA,NA,NA
"103",1563,"Garhwali","garhwali","garhwali","India","IND","gbm","Vulnerable","Gadhavali; Gadhawala; Gadwahi; Gashwali; Godauli; Gorwali; Gurvali; Girwali","",279500,"",30,79,"Uttarakhand, in Garhwal area","IN","39","Chopra"
"104",1380,"Bade","bade","badé","Nigeria","NGA","bde","Vulnerable","","",250000,"Ethnologue, Roger Blench",13,11,"",NA,NA,NA
"105",336,"Breton","breton","bretón","France","FRA","bre","Severely endangered","brezhoneg","",250000,"Fañch Broudic : Parler breton au XXIe siècle
Emgleo Breiz publishing company (2009)
ISBN 978-2-911210-91-3.",48,-4,"western Brittany; many émigré communities","FR","A2","Brest"
"106",352,"Gascon","gascon","gascón","Spain, France","ESP, FRA","oci","Definitely endangered","occitan gascon; local name in Catalonia: Aranese; dialect: béarnais","gascon",250000,"",43,0,"the departments of Landes, Gers, and Hautes-Pyrénées, the eastern parts of Pyrénées-Atlantiques, the western parts of Haute-Garonne and Ariège, and the southern and western parts of Gironde, France; the Aran Valley, northwestern Catalonia, Spain; the original ISO code [gsc] for Gascon has been retired on false grounds","FR","B3","Tarbes"
"107",2245,"Phula (China)","phula (Chine)","pula (China)","China","CHN","ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz","Vulnerable","Phala, Phola, Pholo, Phowa, Phukha, Phupha, Phuza","",250000,"Bradley 2007",23,104,"","CN","29","Kaihua"
"108",1205,"Sora","sora","sora","India","IND","srb","Vulnerable","Saora, Savara","",250000,"",19,83,"Orissa, mainly Ganjam Dt., but also Koraput and Phulbani districts. Parts of Andhra Pradesh.","IN","21","Koraput"
"109",1119,"Konyak","konyak","coñac","India","IND","nbe","Vulnerable","","",248000,"",27,95,"Nagaland, Mon and Tuensang districts.","IN","3","Nazira"
"110",1130,"Ao","ao","ao","India","IND","ngo","Vulnerable","","",243000,"",26,95,"Wokho and parts of Mokokchung districts","IN","20","Zunheboto"
"111",1234,"Tuvan","touvain","tuva","China, Mongolia, Russian Federation","CHN, MNG, RUS","tyv","Vulnerable","","",242754,"Ш. Ч. Сат: Тувинский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 384–393.",52,94,"the Republic of Tuva in the Russian Federation and adjacent regions in China and Mongolia","RU","79","Kyzyl"
"112",1970,"Nafusi","nefousi","jabal nafusah","Libyan Arab Jamahiriya","LBY","jbn","Severely endangered","Nefusi, Tamazight of Jabal Nafusi, Jebel Nefusi, Jbel Nafusi, Adrar Nufusi","",240000,"ُEthnologue
Libyan sources",33,13,"Language spoken in the regions of Tripolitania, western Libya, isolated area around the towns of Nalut and Yafran, Jabal Nafusah Region, coastal area around Zuara, west of Tripoli.","LY","61","Tripoli"
"113",2232,"Suret","soureth","neo-arameo oriental","Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey","ARM, IRN, IRQ, SYR, TUR","aii, cld","Definitely endangered","Suryaya Swadaya, Lishana Aturaya, Lishana Kaldaya, Suryani, Assyrian Neo-Aramaic, Chaldean Neo-Aramaic, Neo-Syriac, Christian Northeastern Neo-Aramaic","",240000,"B.Poizat, J.Sibille (p.c., 2008)
S. E. Fox, The Relationships of the Eastern Neo-Aramaic Dialects, 
J of the American Oriental Society, 114:2, Apr.-Jun.1994, pp. 154-
162.
",36,43,"Iraqi Kurdistan, western Iranian Azerbaijan and Kurdistan, northeast Syria near the Turkish border.  Extinct in Turkey.  A large number of speakers are in diaspora in Europe, North and South America, and Australia.","IQ","15","Mosul"
